county_fips,state_name,county,population,ALAND_SQMI,pop_density
29027,Missouri,Callaway,44541,834.568,53.37012682010334
21101,Kentucky,Henderson,44493,436.361,101.9637410309354
12121,Florida,Suwannee,44484,688.586,64.60195240681628
39075,Ohio,Holmes,44312,422.614,104.85218189648238
12075,Florida,Levy,44276,1118.254,39.59386686745588
55031,Wisconsin,Douglas,44197,1304.272,33.886336592367236
22087,Louisiana,St. Bernard,44172,377.517,117.00665135609788
39097,Ohio,Madison,44126,466.688,94.55139193636863
42065,Pennsylvania,Jefferson,44099,652.439,67.59099318097171
17177,Illinois,Stephenson,44042,564.247,78.05446905344645
42061,Pennsylvania,Huntingdon,43844,874.592,50.13080384910907
06093,California,Siskiyou,43834,6278.767,6.981306998651169
40087,Oklahoma,McClain,43779,570.718,76.7086371903462
27067,Minnesota,Kandiyohi,43757,797.365,54.87700112244706
53017,Washington,Douglas,43733,1819.244,24.039106354067954
40071,Oklahoma,Kay,43731,919.61,47.5538543513011
39015,Ohio,Brown,43710,489.543,89.28735575832971
28151,Mississippi,Washington,43674,723.972,60.32553745172466
13009,Georgia,Baldwin,43669,258.699,168.80235331408315
12039,Florida,Gadsden,43642,516.375,84.51609779714354
40121,Oklahoma,Pittsburg,43629,1305.512,33.4190723639461
28149,Mississippi,Warren,43623,588.534,74.12146112204223
18033,Indiana,DeKalb,43584,362.834,120.12104709040497
45025,South Carolina,Chesterfield,43575,798.986,54.53787675879177
18037,Indiana,Dubois,43563,427.267,101.95732410881253
33019,New Hampshire,Sullivan,43529,537.876,80.92757438517428
37059,North Carolina,Davie,43526,263.699,165.05940485174384
47051,Tennessee,Franklin,43478,554.497,78.40980203680093
29029,Missouri,Camden,43416,656.036,66.1792950386869
39071,Ohio,Highland,43403,553.084,78.47451743315663
13233,Georgia,Polk,43365,310.34,139.7338403041825
40137,Oklahoma,Stephens,43314,870.212,49.77407804075329
08085,Colorado,Montrose,43272,2240.946,19.30970224182109
48143,Texas,Erath,43244,1083.179,39.923225985732735
29159,Missouri,Pettis,43205,682.236,63.32852561283779
13069,Georgia,Coffee,43161,592.247,72.87668827364259
37099,North Carolina,Jackson,43089,491.11,87.73798130765002
51149,Virginia,Prince George,42873,265.342,161.57638067098313
37153,North Carolina,Richmond,42818,473.689,90.39264158551285
53047,Washington,Okanogan,42811,5266.193,8.12940201773843
13219,Georgia,Oconee,42788,184.342,232.1120525978887
19033,Iowa,Cerro Gordo,42785,568.3,75.28594052437094
19139,Iowa,Muscatine,42735,437.44,97.69339795171909
49043,Utah,Summit,42709,1870.674,22.83080857487729
51683,Virginia,Manassas,42674,9.843,4335.466829218734
47047,Tennessee,Fayette,42653,704.072,60.58045199922735
05091,Arkansas,Miller,42588,624.04,68.24562528043074
42119,Pennsylvania,Union,42570,315.955,134.73437673086357
16069,Idaho,Nez Perce,42477,848.32,50.07190682761222
48097,Texas,Cooke,42473,874.826,48.55022598779643
39107,Ohio,Mercer,42438,462.447,91.76835399516052
39051,Ohio,Fulton,42434,405.447,104.65979523834189
37181,North Carolina,Vance,42361,252.396,167.83546490435666
55093,Wisconsin,Pierce,42351,574.018,73.77991630924465
51590,Virginia,Danville,42239,42.803,986.8233535032592
29023,Missouri,Butler,42166,694.756,60.691811225811655
05005,Arkansas,Baxter,42150,553.931,76.0925097169142
39027,Ohio,Clinton,42014,408.731,102.79132241009368
27059,Minnesota,Isanti,41934,435.781,96.22723340393455
55075,Wisconsin,Marinette,41907,1399.468,29.94495050976514
54069,West Virginia,Ohio,41904,105.83,395.95577813474443
48459,Texas,Upshur,41864,582.98,71.8103536999554
56037,Wyoming,Sweetwater,41786,10426.98,4.007488266017582
39033,Ohio,Crawford,41767,401.786,103.95334829984121
48481,Texas,Wharton,41651,1086.142,38.34765619964977
47177,Tennessee,Warren,41587,432.673,96.11646670811444
47021,Tennessee,Cheatham,41500,302.498,137.19098969249384
26057,Michigan,Gratiot,41478,568.381,72.97569763943552
27009,Minnesota,Benton,41458,408.303,101.53733869209876
41007,Oregon,Clatsop,41343,828.239,49.916751082718875
22095,Louisiana,St. John the Baptist,41342,214.474,192.7599615804247
13277,Georgia,Tift,41322,260.89,158.38859289355668
51187,Virginia,Warren,41104,214.572,191.56273884756632
42117,Pennsylvania,Tioga,41078,1133.892,36.22743612266424
01123,Alabama,Tallapoosa,41070,716.528,57.318067123685324
06005,California,Amador,41029,594.585,69.00443166242
40041,Oklahoma,Delaware,41017,737.754,55.59712316029462
55115,Wisconsin,Shawano,40927,893.225,45.819362422681856
23013,Maine,Knox,40860,365.146,111.90044530133152
37139,North Carolina,Pasquotank,40830,226.878,179.96456245206676
39135,Ohio,Preble,40802,424.226,96.17986639197032
12051,Florida,Hendry,40798,1155.95,35.29391409663047
18087,Indiana,LaGrange,40596,379.631,106.93541886726848
26151,Michigan,Sanilac,40574,962.571,42.15169582295747
26107,Michigan,Mecosta,40321,555.155,72.6301663499383
16057,Idaho,Latah,40315,1075.867,37.472103893882796
13213,Georgia,Murray,40282,344.494,116.93091897101255
12093,Florida,Okeechobee,40249,769.286,52.31994342806187
29091,Missouri,Howell,40168,927.177,43.32290382526745
35039,New Mexico,Rio Arriba,40165,5860.874,6.853073449454809
39123,Ohio,Ottawa,40161,254.702,157.67838493612143
42083,Pennsylvania,McKean,40149,979.694,40.98116350615601
27099,Minnesota,Mower,40069,711.273,56.334206415820645
23027,Maine,Waldo,40006,729.981,54.80416613583093
54019,West Virginia,Fayette,39987,661.558,60.44367991922099
36121,New York,Wyoming,39980,592.7,67.45402395815758
19127,Iowa,Marshall,39971,572.503,69.81797475297073
51185,Virginia,Tazewell,39933,518.791,76.97319344398804
28113,Mississippi,Pike,39930,409.185,97.5842222955387
29225,Missouri,Webster,39868,592.563,67.28060982545315
18061,Indiana,Harrison,39785,484.081,82.18665884428432
05093,Arkansas,Mississippi,39749,902.093,44.06308440482301
42109,Pennsylvania,Snyder,39711,328.784,120.78142488685582
36073,New York,Orleans,39686,391.262,101.43075483946818
40135,Oklahoma,Sequoyah,39676,673.576,58.90352387852299
47013,Tennessee,Campbell,39568,480.19,82.40071638309836
56013,Wyoming,Fremont,39472,9183.59,4.298101287187254
51093,Virginia,Isle of Wight,39444,315.685,124.9473367439061
40097,Oklahoma,Mayes,39406,655.326,60.13190381581075
38105,North Dakota,Williams,39368,2077.6,18.94878706199461
27041,Minnesota,Douglas,39354,636.878,61.79205436520024
55083,Wisconsin,Oconto,39329,997.477,39.428478050120454
37145,North Carolina,Person,39275,392.34,100.10450119794056
51073,Virginia,Gloucester,39228,217.81,180.1019236949635
22009,Louisiana,Avoyelles,39176,831.675,47.10493882826825
51109,Virginia,Louisa,39012,495.078,78.79970428902112
20037,Kansas,Crawford,38963,589.771,66.06462508329504
48249,Texas,Jim Wells,38863,865.176,44.91918407352954
04009,Arizona,Graham,38860,4621.877,8.407839498974118
39021,Ohio,Champaign,38772,428.977,90.38246805772805
45029,South Carolina,Colleton,38623,1056.486,36.55798562404045
19057,Iowa,Des Moines,38597,416.129,92.75248781027037
54099,West Virginia,Wayne,38498,506.005,76.08225215165858
29109,Missouri,Lawrence,38392,611.738,62.75889351323605
05139,Arkansas,Union,38368,1039.067,36.92543406729306
42115,Pennsylvania,Susquehanna,38349,823.494,46.568645308891135
17203,Illinois,Woodford,38348,527.557,72.68977570196206
48049,Texas,Brown,38294,944.452,40.5462638651832
39059,Ohio,Guernsey,38283,522.242,73.30509610487093
39039,Ohio,Defiance,38258,411.439,92.98583751175751
42123,Pennsylvania,Warren,38174,884.282,43.169486656971415
40123,Oklahoma,Pontotoc,38158,720.353,52.97125159470426
18107,Indiana,Montgomery,38155,504.647,75.60730570081661
45071,South Carolina,Newberry,38121,630.306,60.48014773776546
05063,Arkansas,Independence,38120,763.712,49.914103745914694
46013,South Dakota,Brown,38079,1713.03,22.22903276650146
55085,Wisconsin,Oneida,38007,1113.944,34.119309408731496
20055,Kansas,Finney,38001,1301.997,29.18670319516865
29201,Missouri,Scott,37967,420.005,90.39654289829883
05009,Arkansas,Boone,37896,589.723,64.26067831846477
21035,Kentucky,Calloway,37882,384.85,98.43315577497725
19099,Iowa,Jasper,37864,730.426,51.838242340771
56001,Wyoming,Albany,37713,4274.175,8.82345715839899
24041,Maryland,Talbot,37707,268.556,140.40647015892404
42035,Pennsylvania,Clinton,37707,889.63,42.38503647583827
18017,Indiana,Cass,37703,412.144,91.48016227338017
01039,Alabama,Covington,37647,1030.571,36.5302342099671
17055,Illinois,Franklin,37541,408.927,91.80367155996058
01047,Alabama,Dallas,37536,978.738,38.351428063485834
37055,North Carolina,Dare,37534,383.229,97.94143971359162
37113,North Carolina,Macon,37533,515.565,72.79974397020743
50001,Vermont,Addison,37497,766.331,48.93055350755744
26061,Michigan,Houghton,37428,1009.101,37.090439906411746
37197,North Carolina,Yadkin,37419,334.943,111.71751611468221
27147,Minnesota,Steele,37413,429.548,87.09853147960182
48223,Texas,Hopkins,37351,767.431,48.67017360518405
50003,Vermont,Bennington,37312,674.236,55.33967334879775
42031,Pennsylvania,Clarion,37297,600.836,62.07517525581024
17121,Illinois,Marion,37294,572.538,65.13803450600659
51137,Virginia,Orange,37208,340.515,109.26978253527746
31053,Nebraska,Dodge,37146,528.843,70.24012797749049
23023,Maine,Sagadahoc,37093,253.979,146.04750786482347
18133,Indiana,Putnam,37091,480.537,77.18656419797018
36031,New York,Essex,37077,1794.122,20.665818712439844
22069,Louisiana,Natchitoches,37047,1253.008,29.566451291611866
55045,Wisconsin,Green,37036,584.044,63.413030525097426
21049,Kentucky,Clark,37004,252.482,146.5609429583099
40111,Oklahoma,Okmulgee,36922,697.443,52.93909323055791
17027,Illinois,Clinton,36899,473.941,77.85568245836508
39171,Ohio,Williams,36862,420.66,87.62896400893833
19187,Iowa,Webster,36848,715.704,51.484971440707334
26041,Michigan,Delta,36829,1171.094,31.448372205817808
17081,Illinois,Jefferson,36808,571.235,64.4358276366119
27085,Minnesota,McLeod,36771,491.51,74.812313076031
18069,Indiana,Huntington,36757,382.639,96.06182328513299
21235,Kentucky,Whitley,36755,437.922,83.93047163650147
01053,Alabama,Escambia,36695,945.408,38.813930070403465
47045,Tennessee,Dyer,36681,512.351,71.5934974265689
39031,Ohio,Coshocton,36679,563.911,65.0439519711444
48217,Texas,Hill,36664,958.858,38.237152946525974
22011,Louisiana,Beauregard,36646,1157.477,31.66024033306925
21083,Kentucky,Graves,36612,551.757,66.35529771258
48147,Texas,Fannin,36525,890.835,41.00085874488541
47029,Tennessee,Cocke,36503,436.135,83.69656184438306
29219,Missouri,Warren,36467,428.59,85.08597960755034
49047,Utah,Uintah,36458,4482.881,8.132716438379694
27017,Minnesota,Carlton,36457,861.191,42.333233858691045
26033,Michigan,Chippewa,36448,1558.508,23.38646962351172
37003,North Carolina,Alexander,36440,259.985,140.16193241917802
48321,Texas,Matagorda,36274,1093.122,33.18385322040906
29105,Missouri,Laclede,36245,764.627,47.402197411286814
22119,Louisiana,Webster,36189,593.319,60.99417008388405
48477,Texas,Washington,36156,604.194,59.841706471762386
18083,Indiana,Knox,36108,515.831,69.99967043469664
18001,Indiana,Adams,35995,338.925,106.20343733864424
19167,Iowa,Sioux,35984,767.911,46.859597010591074
13299,Georgia,Ware,35958,899.24,39.98710021796183
31157,Nebraska,Scotts Bluff,35937,739.621,48.58839865282354
20061,Kansas,Geary,35895,384.652,93.31811611534582
23015,Maine,Lincoln,35840,455.867,78.6194218927889
49051,Utah,Wasatch,35808,1176.952,30.42435035583439
18103,Indiana,Miami,35772,373.842,95.6874829473414
51195,Virginia,Wise,35727,403.44,88.55591909577632
17105,Illinois,Livingston,35659,1043.628,34.168305181539786
21089,Kentucky,Greenup,35639,344.454,103.46519419138694
47103,Tennessee,Lincoln,35617,570.342,62.448495814791826
30093,Montana,Silver Bow,35589,717.99,49.56754272343626
31119,Nebraska,Madison,35535,572.612,62.05772844439167
13145,Georgia,Harris,35509,463.813,76.55887178668989
39127,Ohio,Perry,35474,407.934,86.96014551373506
21071,Kentucky,Floyd,35342,393.3,89.86015764047801
47117,Tennessee,Marshall,35276,375.462,93.9535825196691
42059,Pennsylvania,Greene,35265,575.932,61.23118701513373
19179,Iowa,Wapello,35265,431.843,81.66162239517602
27005,Minnesota,Becker,35260,1315.037,26.812933780570432
39117,Ohio,Morrow,35214,406.134,86.70537310345846
17133,Illinois,Monroe,34969,385.301,90.75761547465488
46011,South Dakota,Brookings,34968,792.217,44.139421395905416
29009,Missouri,Barry,34831,778.122,44.76290350356371
28085,Mississippi,Lincoln,34830,586.207,59.41587186778732
55019,Wisconsin,Clark,34736,1209.698,28.714604802190298
12027,Florida,DeSoto,34719,636.695,54.53003400372234
18151,Indiana,Steuben,34648,308.78,112.20933998315954
20121,Kansas,Miami,34625,575.879,60.125477747929686
12129,Florida,Wakulla,34608,606.418,57.06954608867151
35055,New Mexico,Taos,34516,2202.373,15.67218631902952
17049,Illinois,Effingham,34505,478.769,72.07024682049172
28003,Mississippi,Alcorn,34500,400.044,86.24051354351022
20035,Kansas,Cowley,34487,1125.738,30.635014541571838
01017,Alabama,Chambers,34450,596.554,57.74833460172927
18183,Indiana,Whitley,34388,335.622,102.46050616467335
31141,Nebraska,Platte,34358,675.118,50.89184409244013
37165,North Carolina,Scotland,34353,319.14,107.64241398759165
39137,Ohio,Putnam,34352,482.544,71.1893630425412
27103,Minnesota,Nicollet,34350,448.517,76.58572584762673
54077,West Virginia,Preston,34204,648.814,52.71772803916069
13227,Georgia,Pickens,34197,232.059,147.3633860354479
26047,Michigan,Emmet,34159,467.547,73.06003460614654
20057,Kansas,Ford,34133,1098.271,31.07885030197465
27097,Minnesota,Morrison,34131,1125.094,30.33613191431116
31111,Nebraska,Lincoln,34122,2564.14,13.307385712168603
17103,Illinois,Lee,34058,724.769,46.9915241959852
13187,Georgia,Lumpkin,33931,282.944,119.9212565030536
28095,Mississippi,Monroe,33928,765.092,44.34499380466663
40081,Oklahoma,Lincoln,33917,952.371,35.61322215817155
28093,Mississippi,Marshall,33899,706.185,48.00300204620603
51023,Virginia,Botetourt,33875,541.276,62.583598755533224
26165,Michigan,Wexford,33868,564.925,59.951320971810425
20079,Kansas,Harvey,33823,539.756,62.66349980361497
51083,Virginia,Halifax,33811,817.731,41.347337938759814
51155,Virginia,Pulaski,33771,319.839,105.58749871028861
17021,Illinois,Christian,33684,709.483,47.476824673741305
19125,Iowa,Marion,33551,554.49,60.507854064094936
38059,North Dakota,Morton,33479,1925.888,17.38366924764057
18027,Indiana,Daviess,33442,429.514,77.86009303538418
24011,Maryland,Caroline,33406,319.442,104.5761045823655
51730,Virginia,Petersburg,33365,22.72,1468.5299295774648
13177,Georgia,Lee,33337,355.844,93.684311102618
51001,Virginia,Accomack,33326,449.32,74.16985667230482
53031,Washington,Jefferson,33313,1803.728,18.468970931315585
47143,Tennessee,Rhea,33299,315.473,105.55261464531037
17057,Illinois,Fulton,33259,865.683,38.4193752216458
37175,North Carolina,Transylvania,33243,378.358,87.861231954921
18073,Indiana,Jasper,33198,559.68,59.316037735849065
01079,Alabama,Lawrence,33182,690.684,48.04223060039034
19111,Iowa,Lee,33175,517.55,64.10008694812096
05059,Arkansas,Hot Spring,33142,614.944,53.89433834625592
48227,Texas,Howard,33127,900.791,36.77545623790646
36099,New York,Seneca,33125,323.698,102.33303882013482
38089,North Dakota,Stark,33116,1334.913,24.80760918501805
18077,Indiana,Jefferson,33074,360.698,91.69443689734904
17011,Illinois,Bureau,33027,869.071,38.00264880544857
18051,Indiana,Gibson,32986,487.378,67.68052722937843
29107,Missouri,Lafayette,32974,628.28,52.482969376711026
18023,Indiana,Clinton,32967,405.067,81.38653605452924
28107,Mississippi,Panola,32965,685.175,48.11179625643084
47183,Tennessee,Weakley,32959,580.353,56.79129771018673
01109,Alabama,Pike,32953,672.067,49.03231374252864
48241,Texas,Jasper,32807,938.655,34.95107361064502
54025,West Virginia,Greenbrier,32688,1019.823,32.05262089597901
17137,Illinois,Morgan,32621,568.959,57.334535528922125
24019,Maryland,Dorchester,32612,540.765,60.3071574528677
39079,Ohio,Jackson,32588,420.31,77.53324926839713
47079,Tennessee,Henry,32345,561.902,57.563418532057185
48189,Texas,Hale,32247,1004.68,32.096787036668395
16051,Idaho,Jefferson,32234,1093.681,29.47294503607542
47025,Tennessee,Claiborne,32221,434.604,74.13875620104739
45023,South Carolina,Chester,32177,580.661,55.41443286185916
22039,Louisiana,Evangeline,32162,662.431,48.551471775928356
20111,Kansas,Lyon,32145,847.478,37.93018815827668
29167,Missouri,Polk,32109,635.527,50.5234238671213
22053,Louisiana,Jefferson Davis,32083,651.52,49.243307956778
30047,Montana,Lake,32073,1490.467,21.518758885637855
01059,Alabama,Franklin,31978,633.959,50.441747810189625
13123,Georgia,Gilmer,31976,426.216,75.0229930363947
02110,Alaska,Juneau,31969,2704.203,11.821967507616847
54045,West Virginia,Logan,31826,452.88,70.27468645115704
21157,Kentucky,Marshall,31728,302.125,105.01613570541994
41045,Oregon,Malheur,31701,9887.707,3.206102284382011
29209,Missouri,Stone,31697,463.814,68.33989487165114
56033,Wyoming,Sheridan,31585,2523.361,12.517035810571695
51033,Virginia,Caroline,31541,527.363,59.80889823518145
33007,New Hampshire,Coos,31386,1794.574,17.489387453512645
51009,Virginia,Amherst,31385,473.962,66.21838881598103
08029,Colorado,Delta,31353,1142.125,27.45146109226223
28115,Mississippi,Pontotoc,31312,497.813,62.89912075417878
48449,Texas,Titus,31284,406.302,76.99691362582512
23029,Maine,Washington,31261,2562.725,12.198343560077651
26063,Michigan,Huron,31258,836.017,37.38919184657728
06035,California,Lassen,31177,4541.369,6.865110498618368
20125,Kansas,Montgomery,31143,643.594,48.38920188814687
26035,Michigan,Clare,31109,564.367,55.121933068375725
51145,Virginia,Powhatan,31074,260.202,119.42260243964304
45027,South Carolina,Clarendon,31037,607.207,51.11436462359624
31001,Nebraska,Adams,31034,563.259,55.097211052109245
48025,Texas,Bee,31000,880.239,35.21770791796319
18055,Indiana,Greene,30954,542.467,57.06153554041075
55123,Wisconsin,Vernon,30915,791.563,39.05564054914138
13195,Georgia,Madison,30914,282.324,109.49830690979158
27119,Minnesota,Polk,30905,1970.999,15.679865895416487
18169,Indiana,Wabash,30901,412.539,74.90443327782343
08117,Colorado,Summit,30857,608.328,50.72428032245762
40089,Oklahoma,McCurtain,30825,1850.776,16.655175991043755
55121,Wisconsin,Trempealeau,30786,732.966,42.00194824862272
27047,Minnesota,Freeborn,30752,707.245,43.48139612157032
13143,Georgia,Haralson,30720,282.165,108.87246823667003
21177,Kentucky,Muhlenberg,30712,467.28,65.7250470809793
48015,Texas,Austin,30712,646.496,47.505320991931896
21021,Kentucky,Boyle,30708,180.336,170.28214000532338
42047,Pennsylvania,Elk,30703,826.901,37.130200592332095
27021,Minnesota,Cass,30688,2021.464,15.181076685016404
45053,South Carolina,Jasper,30658,655.134,46.79653322831665
48273,Texas,Kleberg,30629,881.306,34.75410356902143
47131,Tennessee,Obion,30570,544.848,56.10739141925822
39065,Ohio,Hardin,30527,470.285,64.91170247828444
13305,Georgia,Wayne,30519,641.813,47.55123377058427
45089,South Carolina,Williamsburg,30517,934.166,32.667641511251745
47055,Tennessee,Giles,30442,610.931,49.82886774447523
51117,Virginia,Mecklenburg,30431,625.31,48.66546193088229
50005,Vermont,Caledonia,30425,649.213,46.864434322787744
48185,Texas,Grimes,30385,787.466,38.58579291042407
40115,Oklahoma,Ottawa,30360,470.817,64.48365288424165
46093,South Dakota,Meade,30297,3470.934,8.728774445149346
55029,Wisconsin,Door,30279,481.936,62.82784436107699
28011,Mississippi,Bolivar,30163,876.507,34.41273144424403
23007,Maine,Franklin,30145,1697.007,17.76362737454825
17157,Illinois,Randolph,30142,575.367,52.38743271685724
20113,Kansas,McPherson,30130,898.285,33.54169333786048
54051,West Virginia,Marshall,30129,305.431,98.64421096745255
56029,Wyoming,Park,30109,6939.039,4.339073465360261
21121,Kentucky,Knox,30034,386.33,77.74182693552144
21163,Kentucky,Meade,30032,305.463,98.31632636358576
36095,New York,Schoharie,29979,621.819,48.211778668712284
22047,Louisiana,Iberville,29950,618.719,48.40646561686322
37053,North Carolina,Currituck,29612,261.91,113.06173876522469
50017,Vermont,Orange,29594,687.008,43.0766453956868
37017,North Carolina,Bladen,29591,875.032,33.817048976494576
51173,Virginia,Smyth,29585,451.44,65.5347332978912
27115,Minnesota,Pine,29411,1411.337,20.839105047199926
49039,Utah,Sanpete,29209,1589.816,18.372566385040784
37039,North Carolina,Cherokee,29197,455.54,64.09316415682487
01093,Alabama,Marion,29190,742.342,39.321498716225136
08087,Colorado,Morgan,29186,1280.485,22.792926117838164
26105,Michigan,Mason,29177,494.969,58.94712598162713
13261,Georgia,Sumter,29174,482.877,60.41704202105298
39053,Ohio,Gallia,29162,466.53,62.50830600390115
51035,Virginia,Carroll,29158,474.744,61.41836442377365
13087,Georgia,Decatur,29118,597.239,48.75435127310842
28001,Mississippi,Adams,29098,462.344,62.9358226774869
16039,Idaho,Elmore,29046,3075.079,9.445610990807065
18137,Indiana,Ripley,29039,446.427,65.04758896751316
47115,Tennessee,Marion,29010,498.254,58.22331581883938
27079,Minnesota,Le Sueur,28936,448.733,64.48377988692607
28099,Mississippi,Neshoba,28927,570.134,50.73719511553424
48363,Texas,Palo Pinto,28920,952.549,30.360642864566547
13207,Georgia,Monroe,28919,396.092,73.01081566908698
26007,Michigan,Alpena,28908,571.899,50.54738686376441
45067,South Carolina,Marion,28900,489.372,59.05527901065038
39047,Ohio,Fayette,28880,406.361,71.0698123097443
20051,Kansas,Ellis,28870,899.912,32.08091457831432
39161,Ohio,Van Wert,28824,409.15,70.44849077355494
24023,Maryland,Garrett,28713,649.077,44.236662214190304
13085,Georgia,Dawson,28704,210.828,136.1488986282657
54029,West Virginia,Hancock,28658,82.61,346.9071540975669
06021,California,Glenn,28623,1313.968,21.783635522326264
48067,Texas,Cass,28582,936.948,30.50542826282782
46029,South Dakota,Codington,28556,687.585,41.530865274838746
29207,Missouri,Stoddard,28547,823.142,34.68052899742693
05015,Arkansas,Carroll,28526,629.928,45.28454045541713
13169,Georgia,Jones,28526,393.942,72.41167481507429
29127,Missouri,Marion,28493,436.922,65.21301284897532
47017,Tennessee,Carroll,28461,597.658,47.62088016892604
13311,Georgia,White,28454,240.744,118.1919383245273
55069,Wisconsin,Lincoln,28403,878.704,32.32374041770608
51630,Virginia,Fredericksburg,28383,10.45,2716.0765550239234
40039,Oklahoma,Custer,28332,988.779,28.653521160946987
21173,Kentucky,Montgomery,28271,197.376,143.2342331387808
13225,Georgia,Peach,28269,150.284,188.10385669798515
18179,Indiana,Wells,28261,368.087,76.77804432104367
51197,Virginia,Wythe,28219,461.952,61.08643322249931
12003,Florida,Baker,28186,585.23,48.162260991405084
18175,Indiana,Washington,28167,513.689,54.83278793199777
28137,Mississippi,Tate,28135,404.763,69.50981191462658
51053,Virginia,Dinwiddie,28083,503.886,55.73284433383741
17135,Illinois,Montgomery,28078,703.766,39.89678387418546
45033,South Carolina,Dillon,28031,405.076,69.19936012007624
28145,Mississippi,Union,28009,415.607,67.39299386198981
28029,Mississippi,Copiah,27994,777.285,36.01510385508533
48407,Texas,San Jacinto,27983,569.243,49.158268085861394
51840,Virginia,Winchester,27981,9.193,3043.7289241814424
39073,Ohio,Hocking,27938,421.349,66.30607880877847
47077,Tennessee,Henderson,27906,520.009,53.664455807495635
12007,Florida,Bradford,27888,293.966,94.86811399957818
17107,Illinois,Logan,27870,618.052,45.09329312096717
35017,New Mexico,Grant,27856,3961.207,7.032200033979542
13293,Georgia,Upson,27856,323.467,86.11697638398971
21193,Kentucky,Perry,27847,339.724,81.96948110819372
29069,Missouri,Dunklin,27795,541.909,51.29089939454779
54083,West Virginia,Randolph,27782,1039.7,26.721169568144656
47185,Tennessee,White,27764,376.678,73.70751676498229
51065,Virginia,Fluvanna,27764,287.117,96.69925500754047
28123,Mississippi,Scott,27754,609.231,45.55579082482671
54035,West Virginia,Jackson,27753,464.359,59.76625843366878
21141,Kentucky,Logan,27731,552.216,50.217668448578095
22121,Louisiana,West Baton Rouge,27666,192.346,143.83454815800692
18079,Indiana,Jennings,27584,376.597,73.24540556616225
39069,Ohio,Henry,27581,416.01,66.29888704598447
39001,Ohio,Adams,27510,583.872,47.11649128576126
50019,Vermont,Orleans,27492,694.552,39.58234948571165
41057,Oregon,Tillamook,27471,1103.183,24.901580245525903
51099,Virginia,King George,27468,179.628,152.91602645467302
28083,Mississippi,Leflore,27432,594.074,46.176065607988235
06015,California,Del Norte,27293,1006.202,27.124772163044796
48171,Texas,Gillespie,27202,1058.202,25.70586712177826
08039,Colorado,Elbert,27152,1850.086,14.67607451761702
17109,Illinois,McDonough,27102,589.323,45.98836291812809
39131,Ohio,Pike,27080,440.282,61.50603476862557
35006,New Mexico,Cibola,27059,4539.984,5.960153163535377
35047,New Mexico,San Miguel,27036,4721.515,5.726128160135041
21239,Kentucky,Woodford,27017,189.573,142.51502059892493
45087,South Carolina,Union,26990,513.585,52.55215787065432
31025,Nebraska,Cass,26963,556.899,48.41631965580832
13279,Georgia,Toombs,26943,364.013,74.01658731968364
47071,Tennessee,Hardin,26939,577.487,46.6486691475306
54057,West Virginia,Mineral,26922,327.882,82.10880743682178
27095,Minnesota,Mille Lacs,26912,572.306,47.023794962834565
22031,Louisiana,De Soto,26897,876.449,30.68860823618944
13257,Georgia,Stephens,26842,178.862,150.07100446154018
28163,Mississippi,Yazoo,26837,922.339,29.09667703523325
37009,North Carolina,Ashe,26831,426.264,62.94456017866862
26127,Michigan,Oceana,26788,538.105,49.78210572286078
17075,Illinois,Iroquois,26746,1117.395,23.936029783559082
39019,Ohio,Carroll,26731,394.612,67.73995722380465
01061,Alabama,Geneva,26726,574.485,46.52166723239075
55057,Wisconsin,Juneau,26695,767.081,34.80075767748126
19015,Iowa,Boone,26669,570.461,46.74990928389495
40015,Oklahoma,Caddo,26626,1277.754,20.838126900796244
36049,New York,Lewis,26618,1276.309,20.85545114858549
41065,Oregon,Wasco,26603,2381.136,11.172398384636576
21085,Kentucky,Grayson,26586,499.536,53.22138944940905
46081,South Dakota,Lawrence,26574,800.053,33.21529948640902
21043,Kentucky,Carter,26515,409.497,64.750169109908
45037,South Carolina,Edgefield,26508,500.688,52.943150225290005
13147,Georgia,Hart,26484,232.422,113.94790510364767
18021,Indiana,Clay,26431,357.6,73.912192393736
18031,Indiana,Decatur,26411,372.568,70.8890725988276
45069,South Carolina,Marlboro,26285,479.874,54.77479505036739
21217,Kentucky,Taylor,26205,266.414,98.36194794567854
08083,Colorado,Montezuma,26204,2029.349,12.912515294313595
41061,Oregon,Union,26192,2036.941,12.858497128782817
16075,Idaho,Payette,26190,406.893,64.36581607449625
21095,Kentucky,Harlan,26185,465.83,56.2114934632806
26029,Michigan,Charlevoix,26143,416.33,62.79393750150122
42131,Pennsylvania,Wyoming,26075,397.258,65.63744468330405
13035,Georgia,Butts,26074,183.69,141.94566933420435
13131,Georgia,Grady,26056,454.462,57.333726472180295
50015,Vermont,Lamoille,26036,461.255,56.446000585359506
20059,Kansas,Franklin,25994,571.772,45.46217723148388
26043,Michigan,Dickinson,25940,760.948,34.08905733374685
47109,Tennessee,McNairy,25933,562.842,46.07509745186038
05071,Arkansas,Johnson,25932,660.99,39.232060999409974
37123,North Carolina,Montgomery,25874,491.537,52.63896715811831
27015,Minnesota,Brown,25826,611.109,42.26087326483491
28127,Mississippi,Simpson,25817,589.165,43.81964305415291
20149,Kansas,Pottawatomie,25808,840.735,30.696949692828298
47111,Tennessee,Macon,25793,307.144,83.97689683015133
40049,Oklahoma,Garvin,25779,802.145,32.137581110647076
26031,Michigan,Cheboygan,25778,715.279,36.03908404972046
